data_id,question,answer,tokens,token_count
91,描かれた物が現実にあるかの様に見せる「だまし絵」を、フランス語で何というでしょう？,トロンプ・ルイユ(Trompe-l'œil),|描か|れ|た|物|が|現実|に|ある|か|の|様|に|見せる|「だまし絵」|を|、|フランス|語|で|何|と|いう|でしょう|？|,24
92,日本テレビの深夜のニュース番組『News zero』で月曜日のキャスターを務めている、人気グループ・嵐のメンバーは誰でしょう？,櫻井翔(さくらい・しょう),|日本|テレビ|の|深夜|の|ニュース|番組|『|Newszero|』|で|月曜日|の|キャスター|を|務め|て|いる|、|人気|グループ|・|嵐|の|メンバー|は|誰|でしょう|？|,29
93,指先打ち、平手打ち、手首打ち、枠打ち、鈴鳴らしなどの方法で演奏される打楽器は何でしょう？,タンバリン,|指先|打ち|、|平手|打ち|、|手首|打ち|、|枠|打ち|、|鈴|鳴らし|など|の|方法|で|演奏|さ|れる|打|楽器|は|何|でしょう|？|,27
94,兵庫県にある市で、名前にひらがなが使われているのは、南あわじ市とどこでしょう？,たつの市,|兵庫県|に|ある|市|で|、|名前|に|ひらがな|が|使わ|れ|て|いる|の|は|、|南あわじ|市|と|どこ|でしょう|？|,23
95,アニメ映画『茄子・アンダルシアの夏』の舞台になっている、スペインで実施される世界3大自転車レースのひとつは何でしょう？,ブエルタ・ア・エスパーニャ(Vuelta a España),|アニメ|映画|『|茄子|・|アンダルシア|の|夏|』|の|舞台|に|なっ|て|いる|、|スペイン|で|実施|さ|れる|世界|3|大|自転|車|レース|の|ひと|つ|は|何|でしょう|？|,34
96,海外展開を強化するため、日本たばこ産業が主力銘柄「マイルドセブン」に代わって導入した新しいブランド名は何でしょう？,メビウス(MEVIUS),|海外展開|を|強化|する|ため|、|日本|たばこ|産業|が|主力銘柄|「|マイルド|セブン|」|に|代わっ|て|導入|し|た|新しい|ブランド|名|は|何|でしょう|？|,28
97,かつての合戦の舞台で、川中島があるのは現在の長野県ですが、桶狭間があるのは現在の何県でしょう？,愛知県,|かつて|の|合戦|の|舞台|で|、|川中島|が|ある|の|は|現在|の|長野県|です|が|、|桶狭間|が|ある|の|は|現在|の|何県|でしょう|？|,28
98,「鯨の潮吹き」「太鼓山(こっこでしょ)」「阿蘭陀万才(おらんだまんざい)」「龍踊(じゃおどり)」などがダイナミックに演じられる、毎年10月7日から3日間行われる長崎市の諏訪神社のお祭りは何でしょう？,長崎くんち,|「鯨の潮吹き」|「太鼓山」|「阿蘭陀万才」|「龍踊」|など|が|ダイナミック|に|演じ|られる|、|毎年|10|月|7|日|から|3|日間|行わ|れる|長崎市|の|諏訪神社|の|お|祭り|は|何|でしょう|？|,31
99,ドイツ語で「額縁」という意味がある、柱と梁を一体化させた建築構造のことを何というでしょう？,ラーメン構造,|ドイツ|語|で|「額縁」|と|いう|意味|が|ある|、|柱|と|梁|を|一体|化|さ|せ|た|建築構造|の|こと|を|何|と|いう|でしょう|？|,28
100,警視庁捜査一課の片山義太郎(かたやま・よしたろう)が飼い主となっている、推理作家・赤川次郎の人気シリーズに登場する猫は何でしょう？,ホームズ,|警視|庁|捜査一課|の|片山義太郎|が|飼い主|と|なっ|て|いる|、|推理作家|・|赤川次郎|の|人気|シリーズ|に|登場|する|猫|は|何|でしょう|？|,26
101,お酒の「紹興酒」の名前の由来である「紹興市」がある、中国の省はどこでしょう？,浙江省(せっこうしょう),|お|酒|の|「紹興酒」|の|名前|の|由来|で|ある|「紹興市」|が|ある|、|中国|の|省|は|どこ|でしょう|？|,21
102,代表作に『宇宙のランデヴー』『幼年期の終り』『2001年宇宙の旅』がある、イギリスのSF作家は誰でしょう？,アーサー・C・クラーク(Arthur Charles Clarke),|代表|作|に|『|宇宙|の|ランデヴー|』|『幼年期の終り』|『|2001|年|宇宙|の|旅|』|が|ある|、|イギリス|の|SF|作家|は|誰|でしょう|？|,27
103,江戸時代の遊女が「夕顔」「紫」「葵」などと名乗ったことにちなむ、水商売などで接客する人がお店で名乗る名前を俗に何というでしょう？,源氏名,|江戸時代|の|遊女|が|「夕顔」|「紫」|「葵」|など|と|名乗っ|た|こと|に|ちなむ|、|水商売|など|で|接客|する|人|が|お|店|で|名乗る|名前|を|俗|に|何|と|いう|でしょう|？|,35
104,ユーロに移行する前のヨーロッパ各国の通貨単位で、イタリアはリラ、スペインはペセタですが、ポルトガルは何だったでしょう？,エスクード(Escudo),|ユーロ|に|移行|する|前|の|ヨーロッパ|各国|の|通貨単位|で|、|イタリア|は|リラ|、|スペイン|は|ペセタ|です|が|、|ポルトガル|は|何|だっ|た|でしょう|？|,29
105,水ではおよそ1.33、水晶ではおよそ1.54程度になる、ある物質中での光の速度を示した指標を何というでしょう？,(絶対)屈折率,|水|で|は|およそ|1|.|33|、|水晶|で|は|およそ|1|.|54|程度|に|なる|、|ある|物質|中|で|の|光|の|速度|を|示し|た|指標|を|何|と|いう|でしょう|？|,37
106,1598年に「ナントの勅令」を発布してユグノー戦争を終結させた、フランス・ブルボン朝初代の王は誰でしょう？,アンリ4世(Henri IV),|1598|年|に|「ナントの勅令」|を|発布|し|て|ユグノー|戦争|を|終結|さ|せ|た|、|フランス|・|ブルボン|朝|初代|の|王|は|誰|でしょう|？|,27
107,向かい合った2人のターナーが2本の縄を回し、その中でジャンパーが跳ぶ縄跳びのことを何というでしょう？,ダブルダッチ,|向かい合っ|た|2|人|の|ターナー|が|2|本|の|縄|を|回し|、|その|中|で|ジャンパー|が|跳ぶ|縄跳び|の|こと|を|何|と|いう|でしょう|？|,29
108,埼玉県加須市(かぞし)が日本で最も多く生産している、端午の節句に男の子の成長を祝って屋外に立てる風習があるものは何でしょう？,鯉のぼり,|埼玉県加須市|が|日本|で|最も|多く|生産|し|て|いる|、|端午|の|節句|に|男の子|の|成長|を|祝っ|て|屋外|に|立てる|風習|が|ある|もの|は|何|でしょう|？|,32
109,アイドルとしては『春はSA-RA SA-RA』、演歌歌手としては『蜩(ひぐらし)』という曲でデビューした、『捨てられて』などのヒット曲で知られる女性歌手は誰でしょう？,長山洋子(ながやま・ようこ),|アイドル|と|し|て|は|『|春|は|SA|RASA|RA|』|、|演歌歌手|と|し|て|は|『蜩』|と|いう|曲|で|デビュー|し|た|、|『捨てられて』|など|の|ヒット|曲|で|知ら|れる|女性歌手|は|誰|でしょう|？|,40
110,手に何も持たず、体ひとつで他によりどころがないことを、「素手」という意味の言葉を2つ使った四字熟語で何というでしょう？,徒手空拳(としゅくうけん),|手|に|何|も|持た|ず|、|体|ひと|つ|で|他|に|よりどころ|が|ない|こと|を|、|「素手」|と|いう|意味|の|言葉|を|2|つ|使っ|た|四字熟語|で|何|と|いう|でしょう|？|,37
111,いわゆる「ご当地ナンバー」の中で、2つの県にまたがる初の地域名表示となった地名は何でしょう？,富士山,|いわゆる|「|ご|当地|ナンバー|」|の|中|で|、|2|つ|の|県|に|またがる|初|の|地域名表示|と|なっ|た|地名|は|何|でしょう|？|,27
112,アングルやマティスが絵の題材としてよく取り上げた、ハーレムにいる女奴隷たちのことを、フランス語で何というでしょう？,オダリスク(Odalisque),|アングル|や|マティス|が|絵|の|題材|と|し|て|よく|取り上げ|た|、|ハーレム|に|いる|女|奴隷|たち|の|こと|を|、|フランス|語|で|何|と|いう|でしょう|？|,32
113,1963年6月、ボストーク6号に搭乗し女性初の宇宙飛行士となった人物で、「私はカモメ」の名言を残したことで知られるのは誰でしょう？,ワレンチナ・テレシコワ,|1963|年|6|月|、|ボストーク|6|号|に|搭乗|し|女性初|の|宇宙飛行|士|と|なっ|た|人物|で|、|「私はカモメ」|の|名言|を|残し|た|こと|で|知ら|れる|の|は|誰|でしょう|？|,36
114,女子プロゴルファーの原江里菜、有村智恵、宮里藍といえば、いずれもどこの高校出身でしょう？,東北高等学校,|女子|プロ|ゴルファー|の|原|江里菜|、|有村智恵|、|宮里藍|と|いえ|ば|、|いずれ|も|どこ|の|高校出身|でしょう|？|,21
115,西洋料理でおなじみのスープで、透明なスープを「コンソメ」と呼ぶのに対し、濃厚で不透明なスープを何というでしょう？,ポタージュ,|西洋料理|で|お|なじみ|の|スープ|で|、|透明|な|スープ|を|「コンソメ」|と|呼ぶ|の|に|対し|、|濃厚|で|不|透明|な|スープ|を|何|と|いう|でしょう|？|,31
116,アースガルドやミッドガルドといった9つの世界を支えている、北欧神話において、世界を支えている巨大な樹は何でしょう？,ユグドラシル(Yggdrasil),|アースガルド|や|ミッドガルド|と|いっ|た|9|つ|の|世界|を|支え|て|いる|、|北欧神話|に|おい|て|、|世界|を|支え|て|いる|巨大|な|樹|は|何|でしょう|？|,32
117,「画蛇添足(がだてんそく)」という四字熟語を略したものである、付け加える必要のない余計なものを指す故事成語は何でしょう？,蛇足,|「画蛇添足」|と|いう|四字熟語|を|略し|た|もの|で|ある|、|付け加える|必要|の|ない|余計|な|もの|を|指す|故事成語|は|何|でしょう|？|,25
118,日本の道路網の起点となる日本橋(にほんばし)は、何という川に架かっているでしょう？,日本橋川(にほんばしがわ)※「神田川」は×。,|日本|の|道路|網|の|起点|と|なる|日本橋|は|、|何|と|いう|川|に|架かっ|て|いる|でしょう|？|,21
119,アゾリトミンという成分により、水溶液が酸性であるかアルカリ性であるかを判別する、化学で用いられる代表的な試験紙は何でしょう？,リトマス試験紙,|アゾリトミン|と|いう|成分|に|より|、|水溶液|が|酸性|で|ある|か|アルカリ|性|で|ある|か|を|判別|する|、|化学|で|用い|られる|代表|的|な|試験|紙|は|何|でしょう|？|,35
120,寝タバコの不始末により2004年に亡くなった、『三国志』『魔法使いサリー』『鉄人28号』などの作品で知られる漫画家は誰でしょう？,横山光輝(よこやま・みつてる),|寝|タバコ|の|不|始末|に|より|2004|年|に|亡くなっ|た|、|『三国志』|『|魔法|使い|サリー|』|『鉄人28号』|など|の|作品|で|知ら|れる|漫画|家|は|誰|でしょう|？|,32
121,祖父の五十雄(いそお)は戦前の巨人軍でプレーした内野手である、2011年、2012年と2年連続でセントラルリーグ最多勝投手となった読売ジャイアンツの投手は誰でしょう？,内海哲也(うつみ・てつや),|祖父|の|五十雄|は|戦前|の|巨人軍|で|プレー|し|た|内野|手|で|ある|、|2011|年|、|2012|年|と|2|年連続|で|セントラル|リーグ|最多勝投手|と|なっ|た|読売|ジャイアンツ|の|投手|は|誰|でしょう|？|,39
